,name,year,artist,lyric,,
2619,Otario que andás penando,1931,Alberto Vaccarezza,"Jajarai, jajai, jajá, jarajajai, jajai, jojó... Otario, que andás penando sin un motivo mayor, ¿quién te digo que en la vida todo es mentira, todo es dolor? Si tras la noche oscura, siempre asoma el sol... Yde la vida hay que reirse igual que yo. .. Jajarai, jajai, jajá, jarajajai, jajai, jojó...  ¿Qué te importa si la paica del bulín se te fugó y te traicionó el amigo y la timba te secó? Si el destino, que es criollazo, justicieroy vengador, ya ha de darlos contra el suelo a la ingrata y al traidor...  Suene, suene la guitarra, que se estire el bandoneón, que la música es olvido y el olvido, la ilusión que ha de darnos la alegría y consuelo en el dolor, pa que todos nos riamos igual que me río yo...  Jajarai, jajai jajá, jarajajai, jajai, jojó...",,
2620,Otra noche,,Rodolfo Sciammarella,"Otra noche que estoy solo, llorando mi mala estrella. Otra noche de amargura, otra noche de tortura. ¡Otra noche más sin ella! ¿Cuándo acaba esta congoja?, me pregunta el corazón. Y yo lo estoy engañando porque sé que está esperando inútilmente su amor.  No niego que más que antes la quiero. Que por verla y por hablarla de ansiedad me desespero. La noche que siempre fue tan amiga porque ya no estoy con ella hoy se ha vuelto mi enemiga. Luz de luna, luz de estrellas, que alumbraban mi soñar. Hoy hay sombras y más sombras en mi triste soledad.  Otra noche que estoy solo llorando mi mala estrella. Otra noche que me pierdo en la fiebre del recuerdo. ¡Otra noche más sin ella! ¿Cuándo acaba esta congoja?, me pregunta el corazón... Y yo lo estoy engañando porque sé que está esperando inútilmente su amor.",,
2621,Otra vez,,José María Contursi,"Vuelvo a tu lado otra vez porque me falta valor para enfrentar los años... ¡Sangran cansados mis pies de andar sin rumbo y rodar por mil senderos extraños! Yo no sé si tuve miedo del silencio de mi pieza que escuchaba entre las sombras los reproches de tu voz... ¡No he podido, desde entonces, ahuyentar esta tristeza que acompaña siempre, siempre, mi herido corazón!  ¡Ya ves... estoy cambiado! Traigo fiebre en la mirada me he pasado tantas noches conversándole al dolor... Sin pensar que, mientras tanto, consecuente me esperabas con un rezo entre los labios y un suspiro en tu perdón. He venido de tan lejos arrastrando mi esperanza para hablarte de mis penas... ¡de ese abismo en que me hundí! ¡Pero qué!... Si tus ojeras tan profundas por el llanto me hacen ver que no fue tanto mi tormento y mi sufrir.  Al verte, vida, no sé cómo he podido vivir sin el calor de tus besos... Al alejarme pensé que lejos iba a olvidar... y más pensé al estar lejos. Sepultura de mis penas, cofre azul de mis caricias la tibieza de este nido que mi espíritu abrigó... Sensación de paz y alivio que me brinda tu sonrisa mientras bañan tus pupilas dos lágrimas de amor.",,
2622,Otra vez carnaval,1941,Francisco García Jiménez,"En los ojos llevaba la noche y el amor en la boca... Carnaval en su coche la paseaba triunfal. Serpentina de mágico vuelo fue su amor de una noche; serpentina que luego arrastró mi dolor enredada en las ruedas de un coche cuando el corso en la sombra quedó...  Otra vez, Carnaval, en tu noche me cita la misma bonita y audaz mascarita... Otra vez, Carnaval, otra vez, como ayer, sus locos amores le vuelvo a creer. Y acaso la llore mañana otra vez...  Fugitivas se irán en la aurora la ventura y la risa... ¡Tendrán todas mis horas una gris soledad! En mis labios habrá la ceniza de su nuevo desaire; y despojos del sueño tan sólo serán, un perfume rondando en el aire y en el suelo un pequeño antifaz...",,
2623,Otra vez el viejo,1928,Alfredo Eusebio Gobbi,"Para los hombres de gran prestigio es Irigoyen la idea genial. Es el baluarte que aclama el pueblo para que ocupe la Presidencial. Porta estandarte de su partido, es don Hipólito el as radical. El Soberano lo ha decidido y ha de llevarlo al pedestal.  ¡Otra vez el viejo!... El pueblo exclama con loca pasión. Será el Presidente, ideal supremo de nuestra Nación. ¡Otra vez el viejo!... Hará un gobierno a carta cabal. Candidato fuerte, eres nuestro hombre; no tienes rival.  Él es la efigie del gran partido. Es la columna, el fuerte sostén. Es de los nuestros, de cepa criolla, de los patriotas de Leandro N. Alem. Ya quedan pocos de aquella estirpe. Van terminando, pero con los que hay tienen pa' rato los que se opongan, pues son mas duros que el Ñandubay.",,
2624,Otra vez Esthercita,,Federico Silva,"Sigue siendo Esthercita pero no usa más percal, ni sueña con champagne, ni rueda al cabaret, ni despierta piropos de tranway. Sigue siendo Esthercita usando ""estrich"" como percal viniendo en subte a Santa Fe, con fe. como si la verdad pudiera venderse en galerías.  Y los silbidos de la barra y aquella esquina y el bajón ahora son bocinas, sábanas de nylon, resbalón. Y sueña igual, en otro tono y no de mala, no. Porque nació desafinada, y qué sé yo.  Cambian los paisajes y Esthercita es al cabo siempre igual. Un corazón sin niña en un cuerpo sin dueño, un traje afuera, la noche adentro y más adentro aún, donde más puede la ternura y el perdón, sigue siendo Esthercita y no importa el percal.",,
2625,Otro ambiente,,Roberto Goyheneche,"Eras del barrio la más mimada por tu belleza sentimental. Por tu cariño, la muchachada hizo proezas con el puñal… y vos, sonriendo en los afanes de los galanes por tu querer, porque soñabas con otro ambiente donde vibrara siempre el placer; volaste un día de aquel sencillo barrio del sud, para no volver.  Y aquel galán, a quien diste tu amor, adivinó tu afán y de tu afán sonrió… Pues su intención tu belleza colmó, al brindar tus encantos al hombre, que con oro pagó.  Hoy te arrepientes en ese ambiente donde vendiste tu honestidad, aconsejada por aquel hombre que aprovechó tu sinceridad… Tu loco anhelo de ser bacana tener carruaje, lancha y chalet, ser la triunfante, la soberana, causar delirio en el cabaret; mató en tu almita las ilusiones y hoy es tu risa eterno chiqué.  Y, al recordar, a tu hogar pobretón, pensando en tus viejitos, llora tu corazón. Ya no hallarás consuelo a tu dolor. Hoy tenés muchas sedas y alhajas, pero te falta amor.",,
2626,Otro año,,José Sala,"Es el carnaval, con su optimismo arrollador, restaurando su reinado de alegrías y de amor... es el mismo baile renovado la emoción de la misma mascarada que persigue otra ilusión... Y yo, sin embargo, en el mismo rincón, la misma nostalgia, la misma razón: ¡otro año esperando la noche que vuelva cantando a mi mesa, la misma canción!...  El rostro cubierto por un antifaz... su voz, grave y dulce, cantando aquel vals... así la recuerdo, como una visión, de todas las noches de aquel carnaval... Cualquier carcajada parece su risa... ¡en cada llamado sospecho su voz!... ¡Pero nadie llega hasta mi rincón trayendo, más vieja, aquella canción!...  Otro carnaval que va volcando en el salón la ruidosa mascarada portadora de emoción... Y otro carnaval que va negando a mi rincón el contagio de su risa y la ternura de su voz... ¿Adónde habrá ido, con otro disfraz? ¡Quizá desde un palco, de mí se reirá! ¡Y yo resignado la sigo esperando, negando la burla de aquel carnaval!...",,
2627,Otro regreso,,Federico Silva,"Esquina de ayer, pañuelo blanco... paloma que no acabo de entender. ¡Regresa tu nostalgia y tu regreso en un beso con nombre de mujer!  Vendrás... Yo sé que tú vendrás tal vez buscando mi perdón y en un loco y apretado beso loco sangraremos, poco a poco, por el regreso... Ayer... ¿Te acuerdas del ayer? Ayer... y el cielo de los dos... ¡Pero nunca, yo te juro vida, nunca, nunca más has de marcharte y al besarte vivirá mi corazón!...",,
2628,Otro tiempo,2011,Javier Leone,"Tus ojos verdes cautivaron mi mirada, con tu presencia iluminaste aquel salón, sin meditarlo, fui en busca de esa llama, que en ese instante encendió mi corazón.  Hicimos juntos del tango un sentimiento, desde el comienzo percibimos la señal, aunque tu vida transitaba en otro tiempo el suave movimiento nos hizo suspirar.  No me interesa lo que diga la gente, por atrevernos a vivir esta pasión, prefiero Ser y Agradecer este “Presente” que el cielo ha enviado en nombre del amor.  No me interesa saber de tu pasado, aunque la mente me cuestione el corazón, porque tampoco me interesan las raíces cuando contemplo, a diario, la esencia de una flor.  Tus bucles rojos confirmaron mi creencia de una existencia sobrenatural, y en tus caricias encontré las evidencias de lo que aún la ciencia no puede demostrar.  En cada encuentro la alegría se incrementa, la paz se manifiesta, se refuerza la fe. Desconcertado por la mística experiencia, el tiempo se congela y se rinde a nuestros pies.",,
2629,Oyeme,1947,Homero Expósito,"Óyeme: hablemos del adiós... Tu forma de partir nos dio la sensación de un arco de violín clavado en un gorrión. Sálvame, que anoche comprendí que es corta una canción para poder llorar la desesperación de tanta soledad. Óyeme, ¡me tienes que escuchar! Si ayer que pude hablar pensaba de perfil, ahora que no estás no sé pensar en ti.  Llorar ya no podré, y con llorar igual no has de volver. Por eso grito mi dolor desesperado como hincado en las ternuras del pasado. Porque el pasado es una noria de preguntas que me deja con las manos siempre juntas, pidiendo... ¿para qué? Si no poder llorar es comprender que ya no volverás...  Fue en abril el año, ¿para qué? la tarde estaba gris, llovía aquí también un llanto de violín y un verso de papel. ¡Basta ya! ¡Qué fácil comprender que abril puede volver, que el sol ha vuelto ya, que volverá a llover y tú no volverás!  Óyeme. ¡Me tienes que escuchar! Por más que pueda más la noche ser más cruel, aquí todo está igual e igual te esperaré.",,
2630,Pa' la muchachada,1957,Carlos Jonsson,"Escuchen muchachos, el tango es de ustedes son patios de barrio tallando en salón, rezongo de fueyes que van acunando compases que nacen de su corazón. Sus notas vibrantes nos llegan al alma sintiendo la zurda toda su emoción, bailando en silencio y escuchar con calma los versos porteños que dice un cantor.  Yo no sé por qué motivo, lo quieren dejar de lado esos cuatro disfrazados que ambulan por la ciudad, olvidando que en el tango hay parte de nuestra vida con emociones vividas por las calles de arrabal.  La cuna fue un barrio, sus pilchas, la noche la luna serena, le dio inspiración, llegó al asfalto haciendo derroche con un dos por cuatro, canyengue y dulzón. Escuchen muchachos, ustedes son tango que venga quién quiera a copar el salón, que el alma porteña de la muchachada tendrá siempre un tango, sencillo y varón. ",,
2631,Pa' lo que te va a durar,1935,Celedonio Flores,"Estás cachuzo a besos, te han descolao a abrazos, se te ha arrugao la cara de tanto sonreir. ¡Si habrás ensuciao puños en mesas de escolaso! ¡Si habrás gastao alfombras, muchacho bailarín!  ¡Cómo tembló Palermo cuando sacando vales pelaste la de cuero repleta de tovén! ¡Cómo tembló Griselda cuando esos carnavales marcaba ciento veinte tu regia voiturette!  Pa' lo que te va a durar tanta alegría y placer cuando entrés a recoger eso que vos hoy sembrás, cuando te des cuenta exacta de que te has gastao la vida en aprontes y partidas, muchacho, te quiero ver.  Vos sos el que no pide, vos sos el que no ruega, vos sos al que ninguna mujer lo despreció, vos sos el que no tiene temores cuando juega, vos pedís por derecha habiendo banca o no.  Y por noble y derecho vas dejando a pedazos en esa caravana tu noble corazón: en esa caravana de aciertos y fracasos con que adornás tu vida de taura y gigoló.",,
2632,Pa' mí es igual,1932,Enrique Cadícamo,"Aquí estamos los dos, bien frente a frente, dame tu mano, machucá la mía; la desgracia ha venido en este día para ver si somos hombres de verdad. Hoy lo supe, te juro que he llorado pobrecita tu vieja, quien diría, tan guapaza, tan buena, me quería... como a vos que eras su hijo, ¿te acordás?  Desembuchá el dolor, vení sentate; olvidemos aquello que ha pasado que nos tuvo diez años distanciados y el corazón, sin asco, nos bandeó. Mirame, hermano, que hace mucho tiempo que no nos vemos, que no nos hablamos; ¿sabés que estamos viejos?, que blanqueamos esas canas que hoy cinchan la vejez.  Total, por unas trenzas y una boca más roja que la sangre de esa tarde; ninguno de los dos fuimos cobardes; me tiraste un hachazo... me atajé. En fin, eso pasó. ¿Qué? ¿Estás llorando? Mirá, si te hace daño mi pasado... después de darle un beso a la finada yo me voy, si vos querés, pa' mí es igual.",,
2633,Pa' qué,1940,Homero Expósito,"Ahora que el alcohol cerró la llaga querés que me transforme a la “ley seca” no ves que ya la cuerda se me acaba que intenta sonreír y es una mueca. Cansado de ambular por los caminos me puse a meditar en un café tomé la primer copa y fue el destino ¡Dejá que siga así, total!... ¡pa’ qué!  Dejame con el pucho entre los labios que el humo nos empañe la mirada. No quiero recordar aquel pasado que quemé con el cigarro y el alcohol de tantas farras. Yo sé que voy camino del ocaso que llueve plata líquida en mis sienes, déjame emborrachar con mi fracaso pa’ olvidar el disparate del ayer.  Yo sé que mi recuerdo te ha traído a hundirte en el dramón de mi existencia. No ves que en la esperanza está el olvido que al fin hasta el olvido es experiencia. Quisiera hacerle caso a tu consejo seguir aquel camino que empecé pero he cambiado tanto, estoy tan viejo... ¡Dejá que siga así, total... pa’ qué!...",,
